  ✅ 数据库初始化完成

  🚀 TechAI 资讯服务已启动
  📡 接口地址: http://localhost:3001/api
[2026/5/10 21:58:33] GET /api/categories
[2026/5/10 21:58:33] GET /api/categories
[2026/5/10 21:58:33] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:33] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:33] GET /api/tags
[2026/5/10 21:58:33] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:58:44] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:44] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:44] GET /api/tags
[2026/5/10 21:58:44] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 21:58:44] GET /api/categories
[2026/5/10 21:58:46] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:46] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:46] GET /api/tags
[2026/5/10 21:58:46] GET /api/articles/42
[2026/5/10 21:58:48] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:48] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:48] GET /api/tags
[2026/5/10 21:58:48] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 21:58:48] GET /api/categories
[2026/5/10 21:58:49] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:49] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:49] GET /api/articles/30
[2026/5/10 21:58:49] GET /api/tags
[2026/5/10 21:58:51] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:51] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:51] GET /api/tags
[2026/5/10 21:58:51] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 21:58:51] GET /api/categories
[2026/5/10 21:58:53] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:53] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:53] GET /api/tags
[2026/5/10 21:58:53] GET /api/articles/42
[2026/5/10 21:58:54] GET /api/categories
[2026/5/10 21:58:54] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:54] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:54] GET /api/tags
[2026/5/10 21:58:54] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:01:47] GET /api/categories
[2026/5/10 22:01:48] GET /api/categories
[2026/5/10 22:01:48] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:48] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:48] GET /api/tags
[2026/5/10 22:01:48] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:01:49] GET /api/categories
[2026/5/10 22:01:49] GET /api/categories
[2026/5/10 22:01:49] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:49] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:49] GET /api/tags
[2026/5/10 22:01:49] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:01:51] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:51] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:51] GET /api/tags
[2026/5/10 22:01:51] GET /api/articles/70
[2026/5/10 22:01:52] GET /api/categories
[2026/5/10 22:01:52] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:52] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:52] GET /api/tags
[2026/5/10 22:01:52] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:01:53] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:53] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:53] GET /api/tags
[2026/5/10 22:01:53] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 22:01:53] GET /api/categories
[2026/5/10 22:01:54] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:54] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:54] GET /api/tags
[2026/5/10 22:01:54] GET /api/articles/62
[2026/5/10 22:01:55] GET /api/categories
[2026/5/10 22:01:55] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:55] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:55] GET /api/tags
[2026/5/10 22:01:55] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:01:56] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:56] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:56] GET /api/tags
[2026/5/10 22:01:56] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 22:01:56] GET /api/categories
[2026/5/10 22:01:57] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:57] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:57] GET /api/articles/52
[2026/5/10 22:01:57] GET /api/tags
[2026/5/10 22:01:58] GET /api/categories
[2026/5/10 22:01:58] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:01:58] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:01:58] GET /api/tags
[2026/5/10 22:01:58] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:05:08] GET /api/categories
[2026/5/10 22:08:20] GET /api/articles?page=1&pageSize=2
[2026/5/10 22:08:20] GET /api/articles?page=1&pageSize=2
[2026/5/10 22:08:28] GET /api/categories
[2026/5/10 22:08:28] GET /api/categories
[2026/5/10 22:08:28] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:08:28] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:08:28] GET /api/tags
[2026/5/10 22:08:28] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:08:30] GET /api/categories
[2026/5/10 22:08:30] GET /api/categories
[2026/5/10 22:08:30] GET /api/articles?page=1&pageSize=5
[2026/5/10 22:08:30] GET /api/articles?page=1&pageSize=8
[2026/5/10 22:08:30] GET /api/tags
[2026/5/10 22:08:31] GET /api/articles?page=1&pageSize=10
[2026/5/10 22:09:19] GET /api/articles?page=1&pageSize=1
[2026/5/10 22:09:32] GET /api/articles?page=1&pageSize=1
[2026/5/10 22:09:44] GET /api/articles?page=1&pageSize=1
